country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
MEX,2021-06,4.757332897,1.69,62.22,-0.91,6.3,14296,97.82,104.53,2.09
PHL,2021-12,0.78701489,4.33,71.46,1.83,5.44,10863,29.51,100.53,1
VNM,2024-09,5.578074935,1.07,82.96,3.45,5.67,12459,91.27,145.44,1.63
PHL,2021-10,1.276868577,3.71,70.75,-1.77,6.49,12680,26.59,98.69,1.51
JPN,2021-09,3.10579938,2.87,75.08,1.43,6.29,6415,58.62,109.54,3.46
CHN,2022-04,4.938794637,2.2,112.79,5,6.69,10049,57.51,130.14,1.6
BRA,2021-04,3.920125453,2.13,62.27,-2.78,5.59,13706,16.85,119.13,1.69
IDN,2023-10,4.235309678,0.13,68.29,4.08,3.92,11019,7.28,123.59,1.19
SAU,2024-07,4.319506843,4.43,83.25,0.81,3.42,18362,2.69,129.53,1.1
ARG,2021-10,2.481996935,5.05,64.73,0.71,7.39,12748,70.86,107.18,1.42
JPN,2021-08,3.97603013,0.76,65,2.77,6.14,14054,62.19,88.69,1.24
IDN,2020-12,4.664208123,1.46,31.5,2.87,7.22,8420,7.85,116.45,3.6
IDN,2022-01,6.631757599,1.52,108.87,4.57,6.09,12536,8.05,109.36,2
USA,2021-12,3.261927944,6.19,72.57,2.01,7.33,12918,74.19,119.88,1.51
SAU,2023-04,5.962292547,2.95,71.95,-2.49,5.41,11541,2.4,121.54,1.31
RUS,2022-11,4.096718149,4.34,85.82,2.08,6.82,7453,5,116.68,1.94
ZAF,2023-08,4.652070836,1.99,84.44,3.8,7.29,13253,59.54,112.37,2.03
MEX,2024-12,5.054538889,3.77,71.78,4.48,3.28,13277,96.4,154.25,2.03
ZAF,2023-10,5.523355007,2.26,65.63,0.15,5.46,8952,56.01,120.76,1.6
AUS,2020-04,4.13270638,0.85,44.64,-0.15,5.98,7693,101.04,113.25,3.25
CHN,2021-06,4.742978542,1.52,71.57,1.85,7.09,13190,61.11,119.24,2.04
EU,2024-09,2.284325685,3.22,83.8,2.91,4.65,16849,29.82,143.79,1.28
AUS,2024-07,3.385393555,0.28,78.86,2.52,6.09,17817,91.57,127.58,1
RUS,2024-02,2.320252723,4.47,87.41,3.11,4.28,20553,5.55,129.92,1.24
CHN,2022-04,3.860126694,2.2,112.79,5,6.69,10049,57.51,130.14,1.6
MEX,2024-09,4.790448616,2.8,86.22,4.89,2.47,13317,87.98,131.14,1.04
BRA,2022-03,4.479409583,3.49,109.67,-0.73,5.8,12491,16.07,129.32,1.16
MEX,2021-03,6.321632124,2.73,72.33,-0.27,6.35,9707,94.22,101.05,1.14
IND,2024-12,4.55637362,2.52,75.03,6.82,4.52,9399,46.88,142.31,1.45
VNM,2024-09,5.509267661,1.07,82.96,3.45,5.67,12459,91.27,145.44,1.63
CHN,2022-02,1.51276469,2.22,84.97,1.27,4.86,12186,58.97,137.02,1
KOR,2024-08,4.673767331,5.4,74.62,2.14,4.34,16368,24.13,134.64,1.22
ZAF,2021-12,5.360943767,2.46,76.62,3.45,5.37,14713,56.56,122.86,1
AUS,2023-11,3.477912228,0.41,63.03,3.16,5.76,16439,98.38,136.96,1.04
SAU,2021-09,4.354380193,3.05,64.67,-1.17,5.79,12574,2.84,116.24,1.82
USA,2020-12,2.214595298,4.74,29.89,-1.85,5.43,12808,73.71,90.07,3.03
CAN,2022-11,6.764458065,-0.13,151.53,2.03,8.14,16197,22.04,118.39,1.2
RUS,2023-07,4.74391845,4.5,70.88,5.98,4.52,16913,5.37,122.88,1.5
AUS,2023-09,4.590246123,-0.68,71.72,1.45,5.08,9177,100.22,123.59,1.89
VNM,2021-11,2.987499633,0.34,71.87,0.15,4.65,9655,97.89,100.24,1.12
GBR,2021-11,3.742792046,4.92,46.24,0.54,6.01,10565,28.84,111.27,1.33
KOR,2022-02,5.182939849,4.27,85.71,2.98,5.75,14096,20.34,119.88,1.36
VNM,2021-12,4.852638456,0.89,96.32,3.4,5.42,11407,104.89,111.22,1.75
ARG,2021-12,4.53519507,3.2,70.88,5.08,4.71,10326,74.8,96.14,1
CAN,2022-09,6.948842747,0.67,120.08,3.78,4.18,8746,25.09,116.93,1.21
EU,2024-04,3.738961089,-2.31,79.69,3.18,5.4,12940,27.83,147.78,1.6
CAN,2020-11,6.522409837,-1.26,44.98,2.12,4.92,9067,25.06,97.87,3.76
CHN,2022-02,1.840721122,2.22,84.97,1.27,4.86,12186,58.97,137.02,1
SAU,2020-12,5.086982431,2.99,35.01,0.69,6.6,7804,2.42,83.85,3.27
EU,2022-01,4.460307519,0.73,94.45,2.05,5.7,12121,26.93,144.65,2.16
PHL,2021-07,2.737750064,4.5,60.06,4.21,5.75,15181,28.79,96.62,2.08
KOR,2023-01,3.832956434,4.63,78.92,-1.54,4.79,9764,21.44,120.97,1.88
ZAF,2024-03,4.601725569,3.95,72.58,-0.99,4.7,13733,56.29,159.19,2.14
RUS,2021-11,4.453458859,3.92,68.78,0.05,7.74,14386,5.31,118.21,2.23
VNM,2020-08,3.154578896,4.19,39.72,1.76,6.61,7749,95.22,107.26,3.64
IDN,2024-07,3.040770391,2.49,77.12,2.92,4.12,13476,7.17,141.18,1.48
GBR,2023-04,3.791738355,5.49,76.5,5.11,4.9,11179,30.51,134.17,2
ZAF,2020-02,4.71859353,3.82,37.34,3.95,4.93,8035,50.75,90.68,3.75
CHN,2020-10,5.65284114,-0.82,33.78,1.57,6.71,8805,57.62,98.11,3.14
PHL,2023-12,0.916213052,5.08,67,3.29,4.17,9217,30.28,126.08,1.29
RUS,2023-09,3.251811569,2.87,85.11,-1.03,5.13,11105,5.36,124.77,1
GBR,2021-12,3.579007456,6.83,71.77,3.19,5.51,11151,27.48,118.21,1.77
CAN,2024-09,4.332058838,1.66,81.12,1.88,4.21,13562,24.13,142.96,1.79
ZAF,2020-03,4.854934998,0.7,43.83,3.1,5.94,10922,57.03,100.12,3.29
AUS,2022-06,3.557945822,1.62,100.11,1.69,6.41,13287,96.42,121.23,1.21
USA,2021-12,3.341874041,6.19,72.57,2.01,7.33,12918,74.19,119.88,1.51
ARG,2020-07,4.37722875,3.56,41.96,-0.25,7.92,10945,67.82,85.93,4.22
PHL,2020-11,1.238969971,3.35,37.89,3.81,6.69,10242,28.18,100.03,4.02
PHL,2024-10,0.929729,5.54,81.69,4.07,3.94,12333,30.23,137.49,1.22
USA,2021-06,2.383802951,4.93,82.17,-0.43,7.05,12864,76.03,123.25,1.61
THA,2020-07,0.659048609,1.61,40.02,0.35,7.41,11460,36.31,95.78,3.39
PHL,2022-12,3.317019105,3.77,137.16,-0.56,5.81,12254,26.83,108.85,2.11
BRA,2024-06,5.194933589,1.94,70.93,3.91,4.04,16725,17.65,141.86,2.08
IDN,2022-06,4.461123272,0.62,87.41,5.7,6.41,11796,7.43,124.46,2.04
SAU,2020-12,6.030739855,2.99,35.01,0.69,6.6,7804,2.42,83.85,3.27
IND,2023-08,4.065635232,2.69,72.54,1.37,5.66,13555,46.01,139.38,1
IND,2021-08,4.34071834,0.82,62.48,2.23,5.84,13949,50.57,116.71,1.66
EU,2021-01,4.84710859,0.94,74.72,1.43,6.4,13654,25.57,115,1.57
RUS,2020-08,2.727135352,3.82,35.47,-1.58,7.15,8667,5.71,100.91,3.25
CAN,2024-11,5.123655279,-0.57,78.34,0.77,3.79,11070,23.31,114.26,1.63
GBR,2021-10,0.685350817,4.21,72.35,0.9,5.46,10538,30.36,108.64,1
IND,2024-03,4.874528024,3.62,65.37,5.43,5.74,17984,50.53,140.89,1.43
MEX,2023-09,4.819751512,2.31,68.43,5.24,6.27,12327,94.38,128.28,1.29
AUS,2022-11,4.227596178,0.8,125.61,0.66,7.23,11115,96.83,113.65,1
TUR,2020-01,3.583171381,4.97,35.56,1.04,6.51,7972,78.08,111.4,3.42
USA,2024-04,5.403253295,4.13,72.63,-0.88,5.35,13130,73.44,130.12,2.69
JPN,2023-01,5.261243129,1.3,67.3,1.83,5.22,14587,53.75,137.15,1.4
ARG,2022-09,5.284612666,2.92,131.42,-0.17,4.83,15654,80.09,114.37,1.74
AUS,2024-07,3.849348395,0.28,78.86,2.52,6.09,17817,91.57,127.58,1
JPN,2022-09,6.199965476,-0.19,103.8,3.47,3.95,13336,58.48,130.83,2.44
MEX,2021-11,6.795623293,1.18,61.16,2.67,5.74,10161,84.05,108.43,1.57
MEX,2022-11,3.024622296,2.69,91.86,4.34,6.52,12272,86.71,114.06,1.53
BRA,2024-06,4.651077593,1.94,70.93,3.91,4.04,16725,17.65,141.86,2.08
ZAF,2022-05,7.883186357,2.15,131.55,2.33,6.27,9469,61.22,112.25,1.15
ZAF,2021-11,4.431561207,5.34,81.07,1.98,4.88,10551,57.15,109.43,1
MEX,2024-12,5.978004043,3.77,71.78,4.48,3.28,13277,96.4,154.25,2.03
ZAF,2023-09,4.25926261,2.21,74.84,0.73,6.03,11886,58.85,112.06,1.38
ZAF,2021-06,4.769741474,1.8,73.6,0.55,6.31,8877,59.39,106.41,2.09
GBR,2021-07,3.98776979,5.54,71.32,1.41,4.55,10484,31.74,113.26,1.21
IDN,2023-08,4.615454283,-0.32,65.44,4.69,2.8,11557,7.41,121.17,1.08
IDN,2020-01,3.858517763,2.24,42.95,-2.21,5.09,10137,6.78,108.96,4.77
IND,2022-01,6.641267194,3.06,124.3,0.21,5.61,10530,49.51,119.67,1.64
JPN,2024-10,5.157161579,0.73,87.5,-0.55,3.43,13891,56.05,159.11,1.89
CHN,2020-09,5.007961693,1.29,41.24,3.88,5.91,10201,57.5,104.06,3.58
TUR,2020-03,3.181807999,4.51,41.41,-0.32,7.1,6939,84.42,83.83,4.42
TUR,2020-05,3.712727611,3.11,42.34,3.35,6.11,8991,78.68,101.82,3.23
PHL,2022-09,2.791303454,2.25,97.16,3.42,5.39,12439,27,131.35,1
MEX,2020-10,5.480934517,2.58,44.27,3.55,9.14,13001,89.68,105.98,3.67
KOR,2021-01,4.618343249,3.74,69.71,3.29,4.37,11969,23.34,96.64,1.56
ZAF,2020-10,6.08374234,0.28,38.51,1.2,4.13,9225,54.49,103.54,3.82
TUR,2023-07,5.026810326,5.37,74.09,4.07,6.21,10432,87.39,112.2,1.22
CAN,2022-07,4.109021197,1.4,99,-0.01,5.52,9898,24.9,117.34,1.17
CHN,2023-11,2.305268147,2.13,58.31,3.67,4.7,12379,65.62,129.1,1.41
GBR,2022-04,5.628944524,4.18,84.47,5.7,6.7,14587,30.44,122.83,1.2
IDN,2024-10,4.967899039,-0.53,76.53,5.75,4.22,16630,7.33,135.01,2.06
IDN,2021-02,2.719387123,2.05,48.71,2.82,6.23,10687,7.12,98.65,1
ARG,2023-05,2.32774142,3.29,68.64,2.56,5.24,12265,74.4,127.3,1
TUR,2020-03,1.90295052,4.51,41.41,-0.32,7.1,6939,84.42,83.83,4.42
EU,2021-11,3.548596259,-0.57,61.52,3.67,6.03,15743,27.34,112.51,1
AUS,2023-10,5.762993727,-0.64,79.8,5.73,4.39,14081,104.66,139.1,2.31
PHL,2024-03,3.427580028,5.68,89.34,5.09,6.51,5548,30.14,152.37,1.97
AUS,2021-12,6.316860897,0.67,93.25,0.57,4.18,12111,90.27,102.94,1.49
ZAF,2020-01,3.844400561,2.62,37.22,2.12,5.37,12275,58.22,88.43,3.52
SAU,2023-12,5.567954059,3.22,77.99,2.41,5.5,13166,2.65,129.71,1.63
BRA,2023-09,2.541737753,1.75,76.95,3.22,4.37,10438,14.07,134.94,1
IDN,2023-06,4.204024141,1.49,79.97,2.64,5.09,9751,7.69,142.09,1.99
KOR,2024-09,4.679514142,6.45,74.96,7.68,5.21,17801,20.87,136.5,2.16
RUS,2020-11,4.758527885,3.31,41.09,-0.25,4.99,6469,5.23,79.47,4.15
VNM,2020-11,0.314940908,3.41,33.55,0.98,5,9328,91.72,97.54,2.85
TUR,2021-03,6.021219015,5.97,72.13,0.59,4.65,10617,81.32,110.2,1.49
IND,2023-05,7.040713482,3.1,83.99,1.06,3.62,10991,52.19,123.73,1.97
KOR,2021-06,5.586610595,4.28,90.36,5.01,8.19,13677,19.48,107.66,1.08
AUS,2020-01,3.436544519,1.96,36.59,-0.2,6.98,11988,94.73,106.32,3.98
CAN,2020-06,5.17792248,-1.14,41.69,3.94,6.82,11894,24.57,98.35,3.05
PHL,2024-12,1.749583946,3.82,78.76,2.24,3.64,17626,27.65,146.93,2.14
GBR,2022-08,4.511353678,5.39,116.51,4.16,5.24,16269,29.34,144.42,1.81
AUS,2023-04,6.017703869,-0.47,82.66,2.49,5.31,14316,90.25,150.68,2.4
VNM,2022-08,5.157664159,0.4,102.16,0.66,4.5,11324,92.83,112.32,1.29
AUS,2023-11,3.449555253,0.41,63.03,3.16,5.76,16439,98.38,136.96,1.04
JPN,2023-02,4.467963796,-0.23,72.31,1.58,4.71,16113,65.08,122.16,1.71
USA,2024-10,1.995956561,6.8,76.8,6.74,5.43,14581,71.26,132.38,1.76
VNM,2020-01,3.95418196,1.59,41.86,3.84,6.75,10173,91.07,103.38,3.2
BRA,2020-04,4.651689461,1.75,37.36,0.7,7.74,7154,15.61,103.8,4.02
CHN,2022-09,5.68155405,1.16,134.22,-0.3,5.71,12979,64.56,134.17,2
IND,2023-10,6.039761672,-0.33,77.22,3.37,6.8,9597,50.56,142.39,2.18
IDN,2020-04,4.957825121,-1.01,31.01,4.63,7.24,12391,7.66,95.94,1.87
TUR,2020-07,4.212103151,5.89,36.23,2.03,5.72,8913,87.63,95.29,3.44
RUS,2021-12,3.775324919,4.82,72.97,1.41,7.21,11766,6.18,92.45,1.18
ZAF,2024-10,7.067325677,1.48,73.55,2.88,5.11,8064,59.58,139.6,1.28
JPN,2023-02,3.876377482,-0.23,72.31,1.58,4.71,16113,65.08,122.16,1.71
GBR,2021-05,4.602427613,3.92,62.93,1.8,5.51,12231,30.73,136.34,1.95
EU,2022-10,5.225873751,-0.63,121.99,2.63,5.59,12404,27.03,137.22,1.18
SAU,2020-12,5.267534782,2.99,35.01,0.69,6.6,7804,2.42,83.85,3.27
CHN,2023-06,4.180286453,-0.71,72.7,4.2,4.85,9029,60.13,124.07,1.55
PHL,2021-06,1.318453324,4.63,81.58,2.19,5.5,13088,28.44,100.47,2.11
SAU,2023-02,5.666599751,3.01,75.58,7.02,3.53,12411,2.53,137.34,1.78
BRA,2024-07,2.202242173,2.51,83.05,5.91,2.97,9845,16.51,129.45,1.28
PHL,2021-12,1.776323015,4.33,71.46,1.83,5.44,10863,29.51,100.53,1
GBR,2022-01,2.300133898,3.72,114.79,0.92,5.6,11199,32.58,108.86,1.57
THA,2022-02,3.207409877,2.98,125.07,1.59,4.72,16782,37.64,131.21,1.15
KOR,2024-01,5.001427609,3.73,79.05,4.17,3.6,11900,22.38,126.4,1.61
TUR,2024-07,0.97087581,5.05,77.69,4.73,5.64,21241,90.25,125.79,1.12
GBR,2020-04,2.632397954,5.8,36.9,1.68,5.94,10549,28.71,110.15,3.48
SAU,2020-10,5.146402594,3.97,34.68,-2.04,7.5,11694,2.71,109.37,3.71
AUS,2024-05,2.579324166,0.62,78.35,4.73,4.88,8403,102.67,141.68,1
RUS,2021-04,2.683017412,4.73,79.03,3.3,5.8,12952,5.55,115.46,1
AUS,2023-10,5.477156504,-0.64,79.8,5.73,4.39,14081,104.66,139.1,2.31
MEX,2020-07,2.447161264,1.91,45.36,-1.77,6.08,6069,85.48,105.02,2.75
MEX,2023-10,5.055774929,4.56,75.52,0.12,4.48,13188,91.43,128.73,1.95
RUS,2024-04,4.061686696,5.2,86.96,0.87,5.7,12277,5.54,139.82,1
BRA,2021-10,4.352126554,0.64,77.51,1.36,7.64,11063,15.7,113.61,1
IDN,2021-05,5.317604271,-0.15,76.59,3.3,5.91,11763,7.08,113.77,2.04
GBR,2022-08,4.66062626,5.39,116.51,4.16,5.24,16269,29.34,144.42,1.81
BRA,2021-03,3.076507976,3.48,76.72,2.12,6.39,12953,15.31,122.5,2.26
VNM,2023-05,4.385847356,1.96,80.16,3.5,6.58,12200,94.29,129.05,2.58
ARG,2022-06,5.091440779,1.88,100.18,3.36,4.93,13372,71.36,101.45,1.57
VNM,2023-09,2.286145373,1.05,89.77,2.91,5.24,9034,94.62,127.59,1
USA,2024-11,6.097462155,4.45,81.68,0.45,5.3,12716,74.32,128.61,1
IND,2022-06,4.635556311,3.66,106.86,5.73,4.27,10066,49.97,114.08,1
VNM,2022-11,6.688402921,2.22,131.31,1.4,6.13,10002,85.94,122.03,1.21
KOR,2020-02,4.859135147,2.05,43.97,0.45,5.8,10719,20.65,90.46,3.71
USA,2024-03,2.93044238,5.96,79.39,5.2,3.88,15441,75.46,132.64,1.52
TUR,2020-01,3.766138682,4.97,35.56,1.04,6.51,7972,78.08,111.4,3.42
CAN,2021-09,5.837469553,0.67,83.47,4.07,7.47,15340,23.54,119.73,1
MEX,2024-07,4.116312823,1.23,75.81,3.16,5.1,12934,93.08,127.92,1.56
AUS,2021-12,6.008054095,0.67,93.25,0.57,4.18,12111,90.27,102.94,1.49
PHL,2021-12,1.549217928,4.33,71.46,1.83,5.44,10863,29.51,100.53,1
THA,2023-10,-0.00839189,3.23,84.22,4.93,4.7,9787,41.05,138.79,1.66
TUR,2021-07,2.039622191,5.76,94.6,1.37,7.37,9099,70.77,118.07,1.89
PHL,2020-04,1.129712989,4.72,29.99,0.15,7.39,8064,29.03,113.98,3.17
JPN,2020-08,3.502371748,2.02,38.79,0.2,5.3,10959,58.43,89.58,3.47
RUS,2022-12,7.898601334,3.15,112.39,-0.03,4.5,13380,5.41,114.84,1.43
BRA,2024-05,5.96054877,2.62,71.85,2.3,3.53,8339,16.71,139.32,1
VNM,2021-04,5.988825304,1.5,74.89,1.25,6.71,12569,91.31,114.44,1
KOR,2023-07,3.594812745,4.99,74,3.58,5.67,9643,21.36,122.19,1
EU,2022-08,5.272468029,-1.74,109.4,1.61,4.63,9929,27.73,97.24,2.08
AUS,2024-03,3.78468437,0.33,82.85,4.01,5.69,12491,94.61,132.28,1
RUS,2021-11,4.274507602,3.92,68.78,0.05,7.74,14386,5.31,118.21,2.23
CAN,2020-11,5.924633758,-1.26,44.98,2.12,4.92,9067,25.06,97.87,3.76
GBR,2023-09,4.195185733,5.07,82.92,5.41,5.78,12665,29.3,138.17,1.19
CHN,2020-12,3.457359213,0.15,22.64,-0.55,6.13,7349,62.46,104.44,3.7
GBR,2021-03,4.353443121,3.94,71.85,1.59,6.8,11273,29.28,102.29,2.2
PHL,2020-03,1.748911481,4.04,49.48,-0.14,8.12,10400,26.36,94.72,3.42
ARG,2023-12,4.532574099,3.46,69.05,1.54,4.56,15172,74.88,132.91,1.72
EU,2022-09,4.667159566,0.15,127.13,2.32,6.42,8162,29,134.11,1
THA,2021-06,2.639339595,1.72,70.47,1.82,3.76,8871,37.62,118.33,1.62
MEX,2024-02,4.060422528,1.22,81.99,6.45,4.99,12096,84.38,137.71,1.68
PHL,2023-05,1.785798904,4.28,63.18,1.94,5.8,15867,28.07,121.68,1.24
EU,2024-06,3.522428669,0.03,74.46,3.47,4.6,18391,24.93,128.69,1.35
IND,2024-10,7.36697806,3.37,84.31,4.68,4.15,14055,50.29,134.26,1.72
IDN,2023-08,4.406753435,-0.32,65.44,4.69,2.8,11557,7.41,121.17,1.08
AUS,2020-04,4.226291549,0.85,44.64,-0.15,5.98,7693,101.04,113.25,3.25
CAN,2021-04,4.497161209,0.78,69.19,0.36,5.47,9985,24.69,103.46,1.54
PHL,2022-01,0.801103699,4.92,133.11,-0.75,4.29,10956,26.3,130.97,1.24
IND,2020-01,7.502204669,3.84,41.49,1.73,5.06,9147,48.36,109.19,3.12
RUS,2020-03,2.552429767,4.22,38.71,1.75,6.13,8778,5.72,106.44,3.47
VNM,2023-02,5.727959958,2.43,70.75,6.69,5.58,15715,95.73,126.41,1.26
JPN,2020-10,3.678153872,0.78,35.76,2.1,6.68,6428,60.93,126.93,3.79
GBR,2021-08,4.123498887,5.97,64.41,3.15,4.48,11468,30.01,127.47,2.13
MEX,2022-07,4.657622141,3,129.99,3.57,6.14,10548,93.97,103.06,1.96
BRA,2023-04,2.328413017,2.07,73.26,3.17,5.01,11759,16.19,134.8,1.76
RUS,2021-11,5.006226364,3.92,68.78,0.05,7.74,14386,5.31,118.21,2.23
TUR,2023-01,4.006701588,6.03,74.81,2.53,3.69,10931,79.45,131.88,1.76
BRA,2024-02,2.320763026,3.22,70.74,3.38,5.58,20149,16.58,142.11,1.58
IDN,2020-10,2.828469155,1.05,46.33,4.6,5.36,7516,7.58,96.12,2.48
ARG,2023-07,2.557432773,4.01,85.01,6.5,4.42,10318,69.72,134.13,1
GBR,2020-09,3.000327116,6.89,35.99,2.7,5.58,8962,31.15,79.75,4.18
CAN,2020-06,6.228985384,-1.14,41.69,3.94,6.82,11894,24.57,98.35,3.05
AUS,2021-05,3.451842596,-0.65,68.14,-0.06,5.56,16010,97.1,122.88,1
ARG,2020-10,4.150523057,4.15,32.3,1.07,4.76,11591,75.71,121.02,4.24
EU,2020-07,3.606270632,2.11,33.61,-1.61,6.2,8230,26.52,87.07,2.68
ZAF,2022-10,6.879916591,1.76,82.86,2.99,5.97,11718,60.68,127.08,1.82
THA,2024-08,1.623367831,2.14,80.21,4.23,4.16,11563,37.81,149.32,1.37
ARG,2021-07,3.527571321,2.87,82.43,0.12,6.31,10117,72.24,117.33,2.31
CHN,2022-07,6.864638569,0.27,114.75,5.85,5.01,8147,62.16,120.16,1.59
MEX,2020-03,4.120212517,3.02,42.69,3.23,6.67,8003,84.02,111.53,3.65
EU,2023-06,6.007621239,-1.34,80.79,3.16,6.81,15796,27.79,136.24,2.65
ZAF,2022-05,7.581816225,2.15,131.55,2.33,6.27,9469,61.22,112.25,1.15
TUR,2024-02,3.780897952,4.53,81.09,5.83,4.1,20015,86.83,147.1,1.32
AUS,2021-04,3.678502956,-1.52,67.62,6.08,6.16,9874,96.75,113.98,1.54
IDN,2020-12,4.073563403,1.46,31.5,2.87,7.22,8420,7.85,116.45,3.6
PHL,2022-01,1.169204443,4.92,133.11,-0.75,4.29,10956,26.3,130.97,1.24
SAU,2024-10,5.386193054,4.8,86.94,3.21,4.92,10514,2.73,135.03,2.13
CAN,2023-04,4.904615864,-0.04,62.16,3.54,5.43,9757,23.1,124.91,1
CAN,2020-04,4.924304868,0.33,36.14,3.61,5.53,10877,24.72,99.19,3.25
EU,2024-03,2.737711819,0.36,68.62,2.76,4.9,16892,29.24,138.08,1.59
GBR,2021-04,3.032325389,5.93,58.51,2.63,5.95,11380,31.57,101.69,1.12
MEX,2024-02,4.553548805,1.22,81.99,6.45,4.99,12096,84.38,137.71,1.68
THA,2021-09,3.309199195,2.52,91.96,2.94,5.75,10299,37.75,103.52,1
RUS,2020-12,4.009826514,3.93,45.75,4.84,7.07,10589,5.75,106.29,2.74
USA,2020-05,3.127894086,3.17,41.09,3.05,5.96,7982,70.1,86.53,3.94
AUS,2022-07,4.989040836,-0.27,121.2,3.54,4.97,17462,96.97,111.31,1.66
SAU,2021-11,6.687635455,3.19,87.34,2.58,6.28,11237,2.62,112.92,1.69
VNM,2020-05,4.896983951,0.89,40.91,3.16,5.64,9081,90.77,100.72,3.62
IND,2024-08,4.55945311,3.43,79.02,2.47,4.27,11194,43.62,130.06,1.52
MEX,2020-06,5.266822143,2.75,40.97,2.3,8.99,11928,88.04,97.25,3.43
CHN,2024-01,5.214428913,0.02,78.23,0.99,3.03,10982,60.5,138.13,2.17
IND,2024-08,4.73682301,3.43,79.02,2.47,4.27,11194,43.62,130.06,1.52
IDN,2022-05,5.096484298,-0.49,113.07,2.32,5.32,10830,7.54,124.13,1.25
BRA,2020-02,4.7012776,2.34,40.49,1.25,6.1,6414,16.08,88.16,2.87
GBR,2022-07,2.843688823,3.37,92.3,-0.29,5.84,18168,29,132.05,1.63
IDN,2021-01,2.513690834,1.24,69.99,-2.46,7.88,11300,6.83,110.61,1.8
IDN,2022-12,4.459949963,-1.28,101.22,4.88,7.19,10905,7.26,96.74,1
SAU,2020-09,4.728279589,3.85,36.64,5.41,5.51,6866,2.51,92.4,3.67
PHL,2021-09,2.842054387,4.19,62.94,4.49,6.14,7728,29.8,125.41,1.37
IDN,2022-06,5.451482866,0.62,87.41,5.7,6.41,11796,7.43,124.46,2.04
TUR,2022-12,4.323587955,3.99,102,3.98,5.21,11811,83.63,121.5,1.12
SAU,2024-04,6.169349183,3.04,89.54,0.73,5.49,13980,2.5,132.24,1.64
AUS,2021-06,5.045725379,1.3,82.54,6.79,8.19,12185,104.9,103.13,1.87
THA,2020-08,1.811580579,1.26,34.8,3.47,5.72,8920,37.61,92.99,3.08
MEX,2023-08,3.049330614,1.99,63.01,4.37,6.39,15924,88.36,147.87,1.95
AUS,2020-01,3.309536899,1.96,36.59,-0.2,6.98,11988,94.73,106.32,3.98
SAU,2021-11,6.293684196,3.19,87.34,2.58,6.28,11237,2.62,112.92,1.69
PHL,2024-12,3.026933249,3.82,78.76,2.24,3.64,17626,27.65,146.93,2.14
IDN,2022-01,6.692802391,1.52,108.87,4.57,6.09,12536,8.05,109.36,2
IDN,2023-04,4.722823289,0.98,81.69,3.2,4.21,12200,7.7,154.61,1.51
IND,2023-02,8.367685447,1.79,74.59,1.69,4.4,16281,44.69,143.74,1
JPN,2020-08,3.335546648,2.02,38.79,0.2,5.3,10959,58.43,89.58,3.47
SAU,2022-04,5.632167778,3.98,109.39,0,6.93,12621,2.52,101.4,1.45
CHN,2023-07,3.377392591,2.12,75.9,5.68,2.67,7561,65.72,140.86,1.72
PHL,2020-03,2.599310547,4.04,49.48,-0.14,8.12,10400,26.36,94.72,3.42
CHN,2020-09,4.968751343,1.29,41.24,3.88,5.91,10201,57.5,104.06,3.58
VNM,2020-02,4.150803656,2.03,37.84,5.65,7.37,9158,98.57,96.74,3.7
SAU,2020-01,4.268341424,3.25,35.5,3.38,4.97,10573,2.63,85.06,3.29
PHL,2021-12,1.617489831,4.33,71.46,1.83,5.44,10863,29.51,100.53,1
AUS,2020-12,6.476800251,-0.62,40.58,3.27,6.79,5559,99.77,98.53,3.69
SAU,2021-02,5.939869609,3.47,68.13,2.04,5.07,10533,2.79,110.78,2.2
TUR,2024-12,2.669302461,4.87,68.18,1.25,3.41,13382,85.31,145.61,1
AUS,2022-03,2.516778965,1.1,109.4,5.85,4.91,11678,100.99,104.18,1
RUS,2020-07,3.958493548,2.76,29.85,3.69,7.17,9359,5.79,124.39,3.51
ARG,2023-12,4.483813275,3.46,69.05,1.54,4.56,15172,74.88,132.91,1.72
THA,2022-09,2.596229373,2.14,86.54,4.1,6.69,13791,42.25,116.14,1.41
BRA,2024-06,5.160961881,1.94,70.93,3.91,4.04,16725,17.65,141.86,2.08
SAU,2022-03,5.827183552,2.71,100.61,4.06,5.55,13867,2.58,130.45,1.61
AUS,2021-09,3.986729079,1.63,68.61,1.33,4.66,10329,96.03,117.44,1.29
GBR,2020-02,3.338503666,4.35,41.44,2.05,5.2,8686,29.97,92.42,4.27
IDN,2024-04,2.873158661,-0.1,89.88,3.02,5.51,8772,7.05,126.68,2
ARG,2020-01,1.816495799,5.03,43.53,5.06,7.14,9401,75.02,109.7,3.46
MEX,2021-07,5.268486256,1.93,61.98,2.09,6.96,13398,89.26,105.16,1
KOR,2021-12,4.140836615,4.34,55.38,3.09,6.07,12280,19.05,123.19,2.17
IND,2022-03,5.974836985,3.61,100.31,4.5,4.83,9135,49.41,133.92,2.39
IDN,2023-03,2.789791833,1.34,61.98,2.84,4.88,8524,6.95,127,2.03
CHN,2022-10,4.749738273,0.86,135.68,4.03,3.78,10513,64.96,122.85,1.41
PHL,2022-09,2.847924796,2.25,97.16,3.42,5.39,12439,27,131.35,1
